,Unnamed: 0,demand,id,dayIndex,is_holiday,is_closed,weekend,wind,clouds,rain,sunshine,weekday_FRI,weekday_MON,weekday_SAT,weekday_SUN,weekday_THU,weekday_TUE,weekday_WED,month_APR,month_AUG,month_DEC,month_FEB,month_JAN,month_JUL,month_JUN,month_MAR,month_MAY,month_NOV,month_OCT,month_SEP,year_2013,year_2014,year_2015,item_calamari,item_chicken,item_fish,item_koefte,item_lamb,item_shrimp,item_steak,label,scalingValue,demand__sum_values_7,demand__median_7,demand__mean_7,demand__standard_deviation_7,demand__variance_7,demand__root_mean_square_7,demand__maximum_7,demand__absolute_maximum_7,demand__minimum_7,demand__sum_values_14,demand__median_14,demand__mean_14,demand__standard_deviation_14,demand__variance_14,demand__root_mean_square_14,demand__maximum_14,demand__absolute_maximum_14,demand__minimum_14,demand__sum_values_28,demand__median_28,demand__mean_28,demand__standard_deviation_28,demand__variance_28,demand__root_mean_square_28,demand__maximum_28,demand__absolute_maximum_28,demand__minimum_28
10,10,0.12,calamari,39.0,0.0,0.0,0.0,1.5,5.2,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.24,0.2,0.1090216230190795,0.0118857142857142,0.2277843591770828,0.32,0.32,0.0,3.24,0.2,0.2314285714285714,0.2328352312214781,0.0542122448979591,0.3282855899539737,1.0,1.0,0.0,6.320000000000001,0.2,0.2257142857142857,0.1763808495320074,0.0311102040816326,0.2864561796455835,1.0,1.0,0.0
11,11,0.08,calamari,40.0,0.0,0.0,0.0,2.3,2.8,0.0,244.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.52,0.24,0.2171428571428571,0.082412600582034,0.0067918367346938,0.232256016376018,0.32,0.32,0.08,3.16,0.18,0.2257142857142857,0.2345120857596617,0.0549959183673469,0.325488643646529,1.0,1.0,0.0,6.360000000000001,0.2,0.2271428571428571,0.1753538696232185,0.0307489795918367,0.2869544513382867,1.0,1.0,0.0
12,12,0.16,calamari,41.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.52,0.24,0.2171428571428571,0.082412600582034,0.0067918367346938,0.232256016376018,0.32,0.32,0.08,3.04,0.16,0.2171428571428571,0.237469654344916,0.0563918367346938,0.3217807594354534,1.0,1.0,0.0,6.360000000000001,0.2,0.2271428571428571,0.1753538696232185,0.0307489795918367,0.2869544513382867,1.0,1.0,0.0
13,13,0.12,calamari,42.0,0.0,0.0,0.0,2.7,7.8,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.2,0.2,0.08,0.0064,0.2154065922853802,0.32,0.32,0.08,3.04,0.16,0.2171428571428571,0.237469654344916,0.0563918367346938,0.3217807594354534,1.0,1.0,0.0,6.200000000000001,0.2,0.2214285714285714,0.1748410356726991,0.030569387755102,0.2821347195933177,1.0,1.0,0.0
14,14,0.28,calamari,43.0,0.0,0.0,0.0,3.8,7.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.3199999999999998,0.16,0.1885714285714285,0.0847565541382361,0.0071836734693877,0.2067434573157205,0.32,0.32,0.08,3.000000000000001,0.14,0.2142857142857143,0.2383788786698988,0.0568244897959183,0.3205352666132966,1.0,1.0,0.0,6.080000000000001,0.2,0.2171428571428571,0.1758013721476018,0.0309061224489795,0.2793870842704488,1.0,1.0,0.0
15,15,0.16,calamari,44.0,0.0,0.0,1.0,2.9,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.32,0.16,0.1885714285714285,0.0847565541382361,0.0071836734693877,0.2067434573157205,0.32,0.32,0.08,3.280000000000001,0.18,0.2342857142857143,0.2311991808473589,0.0534530612244898,0.3291547616894781,1.0,1.0,0.0,6.080000000000001,0.2,0.2171428571428571,0.1758013721476018,0.0309061224489795,0.2793870842704488,1.0,1.0,0.0
16,16,0.04,calamari,45.0,0.0,0.0,1.0,1.9,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0656521445318631,0.0043102040816326,0.1782454166912254,0.28,0.28,0.08,2.4400000000000004,0.16,0.1742857142857143,0.0914732033918978,0.0083673469387755,0.1968320531388552,0.32,0.32,0.0,5.840000000000001,0.2,0.2085714285714286,0.1724966725499838,0.0297551020408163,0.2706605676066295,1.0,1.0,0.0
17,17,0.16,calamari,46.0,0.0,0.0,0.0,1.2,0.1,0.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.96,0.12,0.1371428571428571,0.0704504457482168,0.0049632653061224,0.154179857865509,0.28,0.28,0.04,2.3600000000000003,0.16,0.1685714285714286,0.0970167248362837,0.0094122448979591,0.1944956848584858,0.32,0.32,0.0,5.640000000000001,0.18,0.2014285714285714,0.1751675582674707,0.0306836734693877,0.2669403357627746,1.0,1.0,0.0
18,18,0.16,calamari,47.0,0.0,0.0,0.0,2.5,7.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.0,0.16,0.1428571428571428,0.0704504457482168,0.0049632653061224,0.1592841127401869,0.28,0.28,0.04,2.5200000000000005,0.16,0.18,0.0851888658050032,0.0072571428571428,0.1991410124940185,0.32,0.32,0.04,5.6000000000000005,0.16,0.2,0.1753364113436143,0.0307428571428571,0.2659752942339892,1.0,1.0,0.0
19,19,0.2,calamari,48.0,0.0,0.0,0.0,2.8,7.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.08,0.16,0.1542857142857143,0.0656521445318631,0.0043102040816326,0.1676731514413852,0.28,0.28,0.04,2.6000000000000005,0.16,0.1857142857142857,0.080862695417628,0.006538775510204,0.202555107140184,0.32,0.32,0.04,5.640000000000001,0.16,0.2014285714285714,0.1748410356726991,0.030569387755102,0.2667261838343907,1.0,1.0,0.0
20,20,0.28,calamari,49.0,0.0,0.0,0.0,2.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.0676123403782813,0.0045714285714285,0.173699247469379,0.28,0.28,0.04,2.5200000000000005,0.16,0.18,0.0767184090405574,0.0058857142857142,0.1956673562087307,0.32,0.32,0.04,5.640000000000001,0.16,0.2014285714285714,0.1748410356726991,0.030569387755102,0.2667261838343907,1.0,1.0,0.0
21,21,0.16,calamari,50.0,0.0,0.0,0.0,2.8,8.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.1828571428571428,0.0766651877999927,0.0058775510204081,0.1982783036902568,0.28,0.28,0.04,2.6000000000000005,0.16,0.1857142857142857,0.080862695417628,0.006538775510204,0.202555107140184,0.32,0.32,0.04,5.680000000000001,0.16,0.2028571428571428,0.1753131309330565,0.030734693877551,0.2681151138703566,1.0,1.0,0.0
22,22,0.24,calamari,51.0,0.0,0.0,1.0,3.9,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0656521445318632,0.0043102040816326,0.1782454166912254,0.28,0.28,0.04,2.4800000000000004,0.16,0.1771428571428571,0.0766651877999927,0.0058775510204081,0.1930210943320518,0.32,0.32,0.04,5.640000000000001,0.16,0.2014285714285714,0.1754934733363992,0.0307979591836734,0.2671543160262035,1.0,1.0,0.0
23,23,0.16,calamari,52.0,0.0,0.0,1.0,3.9,8.0,0.1,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.24,0.16,0.1771428571428571,0.0704504457482168,0.0049632653061224,0.1906380264869974,0.28,0.28,0.04,2.4000000000000004,0.16,0.1714285714285714,0.0683329185320079,0.004669387755102,0.1845457744223445,0.28,0.28,0.04,5.720000000000001,0.16,0.2042857142857143,0.1754469511079096,0.0307816326530612,0.2692847669555144,1.0,1.0,0.0
24,24,0.16,calamari,53.0,0.0,0.0,0.0,2.4,3.6,0.7,314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.16,0.1942857142857143,0.0449943307086389,0.0020244897959183,0.199427752761316,0.28,0.28,0.16,2.3200000000000003,0.16,0.1657142857142857,0.0656521445318631,0.0043102040816326,0.1782454166912254,0.28,0.28,0.04,5.560000000000001,0.16,0.1985714285714286,0.1741861542331382,0.0303408163265306,0.2641428185119341,1.0,1.0,0.0
25,25,0.16,calamari,54.0,0.0,0.0,0.0,3.0,5.5,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.16,0.1942857142857142,0.0449943307086389,0.0020244897959183,0.199427752761316,0.28,0.28,0.16,2.3600000000000003,0.16,0.1685714285714286,0.0644600809867341,0.0041551020408163,0.1804755622554715,0.28,0.28,0.04,5.5200000000000005,0.16,0.1971428571428571,0.1743325464011062,0.0303918367346938,0.2631675186210161,1.0,1.0,0.0
26,26,0.04,calamari,55.0,0.0,0.0,0.0,1.5,1.9,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.16,0.1942857142857142,0.0449943307086389,0.0020244897959183,0.199427752761316,0.28,0.28,0.16,2.4400000000000004,0.16,0.1742857142857143,0.0597272713153339,0.0035673469387755,0.1842358736588972,0.28,0.28,0.04,5.48,0.16,0.1957142857142857,0.1744671187078072,0.030438775510204,0.262188590794598,1.0,1.0,0.0
27,27,0.16,calamari,56.0,0.0,0.0,0.0,1.1,7.8,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2,0.16,0.1714285714285714,0.0699854212223765,0.0048979591836734,0.1851640199545103,0.28,0.28,0.04,2.3200000000000003,0.16,0.1657142857142857,0.0690459769919689,0.0047673469387755,0.1795231779703429,0.28,0.28,0.04,5.36,0.16,0.1914285714285714,0.1767507180368176,0.0312408163265306,0.2605488712040685,1.0,1.0,0.0
28,28,0.2,calamari,57.0,0.0,0.0,0.0,3.4,7.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.08,0.16,0.1542857142857143,0.054210474174315,0.002938775510204,0.1635324345286192,0.24,0.24,0.04,2.3600000000000003,0.16,0.1685714285714286,0.067913510422884,0.0046122448979591,0.1817376445004486,0.28,0.28,0.04,5.36,0.16,0.1914285714285714,0.1767507180368176,0.0312408163265306,0.2605488712040685,1.0,1.0,0.0
29,29,0.52,calamari,58.0,0.0,0.0,1.0,2.4,7.5,0.0,116.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.0565685424949238,0.0032,0.1697056274847714,0.24,0.24,0.04,2.28,0.16,0.1628571428571428,0.0613454587245254,0.0037632653061224,0.1740279123753264,0.28,0.28,0.04,5.5600000000000005,0.16,0.1985714285714286,0.1728689488294174,0.0298836734693877,0.2632760636941492,1.0,1.0,0.0
30,30,0.04,calamari,59.0,0.0,0.0,1.0,1.4,7.3,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.16,0.2,0.1385640646055101,0.0192,0.2433105012119288,0.52,0.52,0.04,2.64,0.16,0.1885714285714285,0.1105090263189355,0.0122122448979591,0.2185667599874889,0.52,0.52,0.04,5.08,0.16,0.1814285714285714,0.1016898044374686,0.0103408163265306,0.2079835158303245,0.52,0.52,0.0
31,31,0.16,calamari,60.0,0.0,0.0,0.0,4.7,1.8,0.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.1828571428571428,0.1494479637785374,0.022334693877551,0.2361597522259637,0.52,0.52,0.04,2.64,0.16,0.1885714285714285,0.1105090263189355,0.0122122448979591,0.2185667599874889,0.52,0.52,0.04,5.000000000000001,0.16,0.1785714285714286,0.1044616910544683,0.0109122448979591,0.206881608655772,0.52,0.52,0.0
32,32,0.12,calamari,61.0,0.0,0.0,0.0,1.8,0.4,0.0,348.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.1828571428571428,0.1494479637785374,0.022334693877551,0.2361597522259637,0.52,0.52,0.04,2.64,0.16,0.1885714285714285,0.1105090263189355,0.0122122448979591,0.2185667599874889,0.52,0.52,0.04,5.160000000000001,0.16,0.1842857142857143,0.0987575881868821,0.0097530612244897,0.2090796157311509,0.52,0.52,0.04
33,33,0.08,calamari,62.0,0.0,0.0,0.0,3.3,7.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2400000000000002,0.16,0.1771428571428571,0.1509696550128332,0.0227918367346938,0.232747564050472,0.52,0.52,0.04,2.6000000000000005,0.16,0.1857142857142857,0.1117212274058123,0.0124816326530612,0.2167289287830043,0.52,0.52,0.04,5.200000000000001,0.16,0.1857142857142857,0.0975202752335772,0.0095102040816326,0.2097617696340303,0.52,0.52,0.04
34,34,0.28,calamari,63.0,0.0,0.0,0.0,4.8,6.4,0.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2800000000000002,0.16,0.1828571428571428,0.1463571254270365,0.0214204081632653,0.2342160175076479,0.52,0.52,0.04,2.4800000000000004,0.16,0.1771428571428571,0.1148557213842387,0.0131918367346938,0.211119465164699,0.52,0.52,0.04,5.000000000000001,0.16,0.1785714285714286,0.0976771023655524,0.0095408163265306,0.2035400978396429,0.52,0.52,0.04
35,35,0.36,calamari,64.0,0.0,0.0,0.0,8.5,7.1,0.9,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4,0.16,0.2,0.1496662954709576,0.0224,0.2497999199359359,0.52,0.52,0.04,2.4800000000000004,0.16,0.1771428571428571,0.1148557213842387,0.0131918367346938,0.211119465164699,0.52,0.52,0.04,5.080000000000001,0.16,0.1814285714285714,0.099416665953892,0.0098836734693877,0.206881608655772,0.52,0.52,0.04
36,36,0.44,calamari,65.0,0.0,0.0,1.0,3.5,7.8,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.56,0.16,0.2228571428571428,0.1597957880469664,0.025534693877551,0.2742261840160418,0.52,0.52,0.04,2.68,0.16,0.1914285714285714,0.1239157053840082,0.0153551020408163,0.2280350850198275,0.52,0.52,0.04,5.160000000000001,0.16,0.1842857142857143,0.1032828491995428,0.0106673469387755,0.2112547548070135,0.52,0.52,0.04
37,37,0.16,calamari,66.0,0.0,0.0,1.0,3.1,7.8,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.48,0.16,0.2114285714285714,0.1397373629787141,0.0195265306122449,0.2534335641318478,0.44,0.44,0.04,2.88,0.16,0.2057142857142857,0.1392692297937593,0.0193959183673469,0.2484236013632475,0.52,0.52,0.04,5.280000000000001,0.16,0.1885714285714286,0.1110249098727168,0.0123265306122448,0.2188280473013326,0.52,0.52,0.04
