,demand,id,dayIndex,is_holiday,is_closed,weekend,wind,clouds,rain,sunshine,weekday_FRI,weekday_MON,weekday_SAT,weekday_SUN,weekday_THU,weekday_TUE,weekday_WED,month_APR,month_AUG,month_DEC,month_FEB,month_JAN,month_JUL,month_JUN,month_MAR,month_MAY,month_NOV,month_OCT,month_SEP,year_2013,year_2014,year_2015,item_calamari,item_chicken,item_fish,item_koefte,item_lamb,item_shrimp,item_steak,label,scalingValue,demand__sum_values_7,demand__median_7,demand__mean_7,demand__standard_deviation_7,demand__variance_7,demand__root_mean_square_7,demand__maximum_7,demand__absolute_maximum_7,demand__minimum_7,demand__sum_values_14,demand__median_14,demand__mean_14,demand__standard_deviation_14,demand__variance_14,demand__root_mean_square_14,demand__maximum_14,demand__absolute_maximum_14,demand__minimum_14,demand__sum_values_28,demand__median_28,demand__mean_28,demand__standard_deviation_28,demand__variance_28,demand__root_mean_square_28,demand__maximum_28,demand__absolute_maximum_28,demand__minimum_28
10,0.12,calamari,39.0,0.0,0.0,0.0,1.5,5.2,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4000000000000001,0.24,0.2,0.10902162301907951,0.011885714285714288,0.22778435917708287,0.32,0.32,0.0,3.24,0.2,0.23142857142857146,0.23283523122147814,0.054212244897959186,0.3282855899539737,1.0,1.0,0.0,6.320000000000001,0.2,0.22571428571428576,0.17638084953200744,0.03111020408163265,0.28645617964558356,1.0,1.0,0.0
11,0.08,calamari,40.0,0.0,0.0,0.0,2.3,2.8,0.0,244.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.52,0.24,0.21714285714285714,0.08241260058203405,0.0067918367346938785,0.232256016376018,0.32,0.32,0.08,3.16,0.18,0.22571428571428573,0.2345120857596617,0.05499591836734693,0.325488643646529,1.0,1.0,0.0,6.360000000000001,0.2,0.22714285714285717,0.17535386962321856,0.03074897959183673,0.2869544513382867,1.0,1.0,0.0
12,0.16,calamari,41.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.52,0.24,0.21714285714285714,0.08241260058203405,0.0067918367346938785,0.232256016376018,0.32,0.32,0.08,3.04,0.16,0.21714285714285714,0.23746965434491601,0.05639183673469388,0.3217807594354534,1.0,1.0,0.0,6.360000000000001,0.2,0.22714285714285717,0.17535386962321856,0.03074897959183673,0.2869544513382867,1.0,1.0,0.0
13,0.12,calamari,42.0,0.0,0.0,0.0,2.7,7.8,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4000000000000001,0.2,0.2,0.08,0.006400000000000001,0.2154065922853802,0.32,0.32,0.08,3.04,0.16,0.21714285714285714,0.23746965434491601,0.05639183673469388,0.3217807594354534,1.0,1.0,0.0,6.200000000000001,0.2,0.22142857142857147,0.1748410356726991,0.03056938775510204,0.2821347195933177,1.0,1.0,0.0
14,0.28,calamari,43.0,0.0,0.0,0.0,3.8,7.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.3199999999999998,0.16,0.18857142857142856,0.08475655413823614,0.007183673469387755,0.20674345731572052,0.32,0.32,0.08,3.000000000000001,0.14,0.21428571428571436,0.23837887866989885,0.05682448979591836,0.3205352666132966,1.0,1.0,0.0,6.080000000000001,0.2,0.21714285714285717,0.17580137214760183,0.03090612244897959,0.27938708427044884,1.0,1.0,0.0
15,0.16,calamari,44.0,0.0,0.0,1.0,2.9,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.32,0.16,0.18857142857142858,0.08475655413823616,0.007183673469387757,0.2067434573157205,0.32,0.32,0.08,3.280000000000001,0.18,0.23428571428571437,0.23119918084735896,0.0534530612244898,0.32915476168947816,1.0,1.0,0.0,6.080000000000001,0.2,0.21714285714285717,0.17580137214760183,0.03090612244897959,0.27938708427044884,1.0,1.0,0.0
16,0.04,calamari,45.0,0.0,0.0,1.0,1.9,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.06565214453186319,0.004310204081632654,0.1782454166912254,0.28,0.28,0.08,2.4400000000000004,0.16,0.17428571428571432,0.09147320339189785,0.008367346938775512,0.19683205313885527,0.32,0.32,0.0,5.840000000000001,0.2,0.2085714285714286,0.1724966725499838,0.02975510204081633,0.27066056760662954,1.0,1.0,0.0
17,0.16,calamari,46.0,0.0,0.0,0.0,1.2,0.1,0.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,0.9600000000000001,0.12,0.13714285714285715,0.07045044574821688,0.00496326530612245,0.15417985786550906,0.28,0.28,0.04,2.3600000000000003,0.16,0.1685714285714286,0.0970167248362837,0.009412244897959185,0.19449568485848584,0.32,0.32,0.0,5.640000000000001,0.18,0.20142857142857146,0.1751675582674707,0.03068367346938775,0.26694033576277465,1.0,1.0,0.0
18,0.16,calamari,47.0,0.0,0.0,0.0,2.5,7.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.0,0.16,0.14285714285714285,0.07045044574821688,0.004963265306122449,0.15928411274018692,0.28,0.28,0.04,2.5200000000000005,0.16,0.18000000000000002,0.08518886580500329,0.007257142857142859,0.19914101249401855,0.32,0.32,0.04,5.6000000000000005,0.16,0.2,0.17533641134361438,0.03074285714285715,0.26597529423398925,1.0,1.0,0.0
19,0.2,calamari,48.0,0.0,0.0,0.0,2.8,7.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.08,0.16,0.1542857142857143,0.06565214453186319,0.004310204081632654,0.16767315144138528,0.28,0.28,0.04,2.6000000000000005,0.16,0.18571428571428575,0.08086269541762804,0.006538775510204082,0.20255510714018402,0.32,0.32,0.04,5.640000000000001,0.16,0.20142857142857146,0.1748410356726991,0.03056938775510204,0.2667261838343907,1.0,1.0,0.0
20,0.28,calamari,49.0,0.0,0.0,0.0,2.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.06761234037828133,0.004571428571428573,0.173699247469379,0.28,0.28,0.04,2.5200000000000005,0.16,0.18000000000000002,0.07671840904055745,0.005885714285714286,0.1956673562087307,0.32,0.32,0.04,5.640000000000001,0.16,0.20142857142857146,0.1748410356726991,0.030569387755102036,0.2667261838343907,1.0,1.0,0.0
21,0.16,calamari,50.0,0.0,0.0,0.0,2.8,8.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.18285714285714286,0.07666518779999279,0.005877551020408164,0.19827830369025687,0.28,0.28,0.04,2.6000000000000005,0.16,0.18571428571428575,0.08086269541762804,0.006538775510204082,0.20255510714018404,0.32,0.32,0.04,5.680000000000001,0.16,0.20285714285714287,0.17531313093305656,0.03073469387755103,0.26811511387035664,1.0,1.0,0.0
22,0.24,calamari,51.0,0.0,0.0,1.0,3.9,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.16,0.16,0.1657142857142857,0.0656521445318632,0.004310204081632655,0.1782454166912254,0.28,0.28,0.04,2.4800000000000004,0.16,0.17714285714285719,0.07666518779999279,0.005877551020408164,0.19302109433205186,0.32,0.32,0.04,5.640000000000001,0.16,0.20142857142857146,0.17549347333639925,0.030797959183673472,0.2671543160262035,1.0,1.0,0.0
23,0.16,calamari,52.0,0.0,0.0,1.0,3.9,8.0,0.1,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.24,0.16,0.17714285714285713,0.07045044574821688,0.004963265306122449,0.19063802648699746,0.28,0.28,0.04,2.4000000000000004,0.16,0.17142857142857146,0.06833291853200799,0.004669387755102041,0.1845457744223445,0.28,0.28,0.04,5.720000000000001,0.16,0.20428571428571432,0.17544695110790964,0.030781632653061237,0.26928476695551445,1.0,1.0,0.0
24,0.16,calamari,53.0,0.0,0.0,0.0,2.4,3.6,0.7,314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.36,0.16,0.1942857142857143,0.04499433070863893,0.002024489795918368,0.199427752761316,0.28,0.28,0.16,2.3200000000000003,0.16,0.16571428571428573,0.06565214453186319,0.004310204081632654,0.1782454166912254,0.28,0.28,0.04,5.560000000000001,0.16,0.19857142857142862,0.1741861542331382,0.03034081632653061,0.26414281851193416,1.0,1.0,0.0
25,0.16,calamari,54.0,0.0,0.0,0.0,3.0,5.5,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.3599999999999999,0.16,0.19428571428571426,0.04499433070863893,0.002024489795918368,0.199427752761316,0.28,0.28,0.16,2.3600000000000003,0.16,0.1685714285714286,0.06446008098673417,0.004155102040816328,0.1804755622554715,0.28,0.28,0.04,5.5200000000000005,0.16,0.19714285714285715,0.17433254640110626,0.03039183673469387,0.2631675186210161,1.0,1.0,0.0
26,0.04,calamari,55.0,0.0,0.0,0.0,1.5,1.9,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.3599999999999999,0.16,0.19428571428571426,0.04499433070863893,0.002024489795918368,0.199427752761316,0.28,0.28,0.16,2.4400000000000004,0.16,0.17428571428571432,0.05972727131533393,0.0035673469387755116,0.18423587365889724,0.28,0.28,0.04,5.48,0.16,0.19571428571428573,0.1744671187078072,0.030438775510204092,0.26218859079459805,1.0,1.0,0.0
27,0.16,calamari,56.0,0.0,0.0,0.0,1.1,7.8,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2,0.16,0.17142857142857143,0.06998542122237653,0.00489795918367347,0.18516401995451032,0.28,0.28,0.04,2.3200000000000003,0.16,0.16571428571428573,0.06904597699196899,0.004767346938775512,0.17952317797034295,0.28,0.28,0.04,5.36,0.16,0.19142857142857145,0.17675071803681766,0.031240816326530616,0.26054887120406856,1.0,1.0,0.0
28,0.2,calamari,57.0,0.0,0.0,0.0,3.4,7.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.08,0.16,0.1542857142857143,0.05421047417431507,0.0029387755102040815,0.16353243452861926,0.24,0.24,0.04,2.3600000000000003,0.16,0.1685714285714286,0.06791351042288409,0.004612244897959185,0.1817376445004486,0.28,0.28,0.04,5.36,0.16,0.19142857142857145,0.17675071803681766,0.031240816326530616,0.26054887120406856,1.0,1.0,0.0
29,0.52,calamari,58.0,0.0,0.0,1.0,2.4,7.5,0.0,116.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.12,0.16,0.16,0.0565685424949238,0.0032,0.16970562748477142,0.24,0.24,0.04,2.2800000000000002,0.16,0.16285714285714287,0.0613454587245254,0.003763265306122449,0.17402791237532642,0.28,0.28,0.04,5.5600000000000005,0.16,0.1985714285714286,0.17286894882941745,0.02988367346938775,0.26327606369414924,1.0,1.0,0.0
30,0.04,calamari,59.0,0.0,0.0,1.0,1.4,7.3,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4000000000000001,0.16,0.2,0.13856406460551018,0.019200000000000002,0.24331050121192882,0.52,0.52,0.04,2.64,0.16,0.18857142857142858,0.11050902631893553,0.012212244897959185,0.2185667599874889,0.52,0.52,0.04,5.08,0.16,0.18142857142857144,0.10168980443746863,0.010340816326530613,0.20798351583032454,0.52,0.52,0.0
31,0.16,calamari,60.0,0.0,0.0,0.0,4.7,1.8,0.0,293.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.18285714285714286,0.1494479637785374,0.022334693877551024,0.23615975222596372,0.52,0.52,0.04,2.64,0.16,0.18857142857142858,0.11050902631893551,0.012212244897959182,0.2185667599874889,0.52,0.52,0.04,5.000000000000001,0.16,0.1785714285714286,0.10446169105446831,0.010912244897959184,0.20688160865577201,0.52,0.52,0.0
32,0.12,calamari,61.0,0.0,0.0,0.0,1.8,0.4,0.0,348.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.28,0.16,0.18285714285714286,0.1494479637785374,0.022334693877551024,0.23615975222596372,0.52,0.52,0.04,2.64,0.16,0.18857142857142858,0.11050902631893554,0.012212244897959187,0.2185667599874889,0.52,0.52,0.04,5.160000000000001,0.16,0.18428571428571433,0.09875758818688211,0.009753061224489797,0.2090796157311509,0.52,0.52,0.04
33,0.08,calamari,62.0,0.0,0.0,0.0,3.3,7.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2400000000000002,0.16,0.17714285714285719,0.15096965501283324,0.02279183673469388,0.23274756405047203,0.52,0.52,0.04,2.6000000000000005,0.16,0.18571428571428575,0.1117212274058123,0.012481632653061226,0.21672892878300434,0.52,0.52,0.04,5.200000000000001,0.16,0.18571428571428575,0.09752027523357723,0.009510204081632657,0.20976176963403032,0.52,0.52,0.04
34,0.28,calamari,63.0,0.0,0.0,0.0,4.8,6.4,0.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.2800000000000002,0.16,0.18285714285714288,0.14635712542703655,0.02142040816326531,0.23421601750764798,0.52,0.52,0.04,2.4800000000000004,0.16,0.17714285714285719,0.11485572138423876,0.013191836734693882,0.21111946516469904,0.52,0.52,0.04,5.000000000000001,0.16,0.1785714285714286,0.09767710236555247,0.009540816326530614,0.20354009783964297,0.52,0.52,0.04
35,0.36,calamari,64.0,0.0,0.0,0.0,8.5,7.1,0.9,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.4000000000000001,0.16,0.2,0.14966629547095767,0.0224,0.24979991993593595,0.52,0.52,0.04,2.4800000000000004,0.16,0.17714285714285719,0.11485572138423876,0.013191836734693882,0.21111946516469904,0.52,0.52,0.04,5.080000000000001,0.16,0.18142857142857147,0.09941666595389204,0.009883673469387755,0.20688160865577201,0.52,0.52,0.04
36,0.44,calamari,65.0,0.0,0.0,1.0,3.5,7.8,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.56,0.16,0.22285714285714286,0.15979578804696645,0.025534693877551026,0.2742261840160418,0.52,0.52,0.04,2.68,0.16,0.19142857142857145,0.12391570538400823,0.015355102040816327,0.22803508501982758,0.52,0.52,0.04,5.160000000000001,0.16,0.18428571428571433,0.10328284919954285,0.01066734693877551,0.21125475480701356,0.52,0.52,0.04
37,0.16,calamari,66.0,0.0,0.0,1.0,3.1,7.8,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train,25.0,1.48,0.16,0.21142857142857144,0.1397373629787141,0.0195265306122449,0.2534335641318478,0.44,0.44,0.04,2.88,0.16,0.2057142857142857,0.13926922979375933,0.01939591836734694,0.24842360136324754,0.52,0.52,0.04,5.280000000000001,0.16,0.1885714285714286,0.11102490987271685,0.012326530612244898,0.21882804730133268,0.52,0.52,0.04
